Name,Lat,Long
Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre),1.32306493817191,103.854996183561
Pasir Panjang Food Centre,1.27591797457175,103.791410908947
Tanjong Pagar Plaza Blk 6 (Blk 6 Tanjong Pagar Plaza Market and Food Centre),1.27661367014411,103.843161677289
Jurong West Hawker Centre,1.34126410388309,103.697241852575
Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall),1.30825184668,103.885808706254
Redhill Lane Blk 85 (Redhill Food Centre),1.28730751475068,103.818311195662
Redhill Lane Blk 79 (Redhill Market),1.28784317301286,103.818352097693
One Punggol Hawker Centre,1.40874764572867,103.905169457458
Bukit Canberra Hawker Centre,1.44826336368532,103.822763632252
Clementi Ave 3 Blk 448,1.31331969357876,103.764517192522
Telok Blangah Hawker Centre & Market,1.27324992714775,103.808428968217
Geylang Serai Market,1.31673634928282,103.898227885136
Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre),1.28688297304212,103.808131274284
Marine Terrace Blk 50A (50A Marine Terrace),1.30572973600382,103.91573703509
Cambridge Road Blk 41A (Pek Kio Market and Food Centre),1.31613128060326,103.85023293507
Bedok South Road Blk 16,1.32050083767012,103.935473637518
Chong Pang Hawker Centre & Market,1.4308539599604,103.829017364906
Bendemeer Road Blk 29 (Bendemeer Market and Food Centre),1.31921667863285,103.86302092286
Ang Mo Kio Ave 10 Blk 527 (Cheng San Market and Cooked Food Centre),1.37277209343799,103.854457955328
Tanglin Halt Market,1.30054407532737,103.797737980372
Berseh Food Centre,1.30734410923252,103.856888783607
Bedok North Street 4 Blk 85 (85 Fengshan Centre),1.33200482424201,103.938768439042
Kampung Admiralty Hawker Centre,1.43974951812984,103.800720711456
Toa Payoh Lorong 8 Blk 210,1.34026104657572,103.854395759047
Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre),1.28000480113646,103.826013296498
Commonwealth Crescent Market,1.30690013235842,103.800367271426
Tiong Bahru Market,1.2847855982151,103.832181546551
Ang Mo Kio Ave 10 Blk 409 (Teck Ghee Square),1.36265410766931,103.855288297903
Empress Road Blk 7 (Empress Road Market and Food Centre),1.31624052928217,103.805636700472
Golden Mile Food Centre,1.30314175306101,103.863877615715
Yew Tee Hawker Centre,1.3971847191919,103.745921602466
Bedok Food Centre,1.32034716809694,103.955480570387
Geylang Bahru Blk 69 (Blk 69 Geylang Bahru Market and Food Centre),1.32146311036386,103.870005014499
Jurong West Street 52 Blk 505,1.34965729159443,103.718443678212
Mei Chin Road Blk 159 (Mei Chin Road Market),1.29323624441971,103.802903871463
Ang Mo Kio Street 22 Blk 226H (Kebun Baru Food Centre),1.36719653790481,103.840022223597
Dunman Food Centre,1.30941788796251,103.901825407889
Amoy Street Food Centre (Telok Ayer Food Centre),1.27935389418633,103.846195973329
Ghim Moh Road Blk 20,1.31099663214226,103.788230306704
Ang Mo Kio Ave 4 Blk 160/162 (Mayflower Market),1.37452773746687,103.839176061281
West Coast Drive Blk 502 (Ayer Rajah Market),1.31190695719993,103.759128019156
Bukit Panjang Hawker Centre,1.3775974234205,103.772491526898
Beo Crescent Market,1.28883089156462,103.827353891975
Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),1.28797051661987,103.8296234139
Toa Payoh Lorong 7 Blk 22 (Kim Keat Palm Market and Food Centre),1.33538261307836,103.857003709062
Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),1.34537347355231,103.944629422854
Ang Mo Kio Ave 1 Blk 226D (Kebun Baru Market and Food Centre),1.36680096219486,103.839152274499
Smith Street Blk 335 (Chinatown Complex Market),1.2822749608841,103.843238518507
Buangkok Hawker Centre,1.38298163224337,103.892721007898
Sims Place Blk 49 (Sims Vista Market and Food Centre),1.31703502385013,103.879309855141
Bedok North Street 1 Blk 216,1.32706274184058,103.933217970319
Newton Food Centre,1.31191552039223,103.839569728733
West Coast Drive Blk 503 (Ayer Rajah Food Centre),1.31180308962849,103.759751405481
Bedok North Street 3 Blk 538,1.33206727714234,103.924621315267
Pasir Ris Central Hawker Centre,1.37347252036478,103.951571342515
Ang Mo Kio Ave 4 Blk 628 (Ang Mo Kio 628 Market),1.38098761701671,103.840628087195
Adam Road Food Centre,1.32415985223238,103.814165924016
Kallang Estate Fresh Market and Food Centre,1.30734398327456,103.884017699424
Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),1.43144775161781,103.828537671945
Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),1.34348818529523,103.737738411545
New Market Road Blk 32 (People's Park Food Centre),1.28485860820388,103.842578771196
Telok Blangah Drive Blk 79 (Telok Blangah Food Centre),1.27335599390515,103.80761812957
Marsiling Mall Hawker Centre,1.43354318103334,103.779881892362
Holland Drive Blk 44 (Holland Drive Market and Food Centre),1.30811779979469,103.792773769056
North Bridge Road Market,1.30563433627255,103.863909336619
Toa Payoh Lorong 4 Blk 93,1.33847469639133,103.849513448991
Holland Village Market and Food Centre,1.31107297443418,103.794876419928
Changi Village Blk 2 and 3,1.38915164833428,103.988245247694
Upper Boon Keng Road Blk 17 (Blk 17 Upper Boon Keng Market and Food Centre),1.31502841508242,103.87162041651
Bedok North Street 3 Blk 511 (Kaki Bukit 511 Market and Food Centre),1.33321993269454,103.930581522482
Telok Blangah Drive Blk 82 (Telok Blangah Market),1.27389076758448,103.807900337288
Margaret Drive Hawker Centre,1.29748655890899,103.804693797696
Ang Mo Kio Ave 6 Blk 724 (Blk 724 Ang Mo Kio Market),1.3721725853422,103.846510309798
Chomp Chomp Food Centre,1.3642325250967,103.866527017076
Bukit Merah Lane 1 Blk 120 (Alexandra Village Food Centre),1.28630594319064,103.804492637328
Buffalo Road Blk 665 (Tekka Centre/Zhu Jiao Market),1.30618663815468,103.850585569712
Bukit Timah Market,1.33945242869037,103.776007306605
Toa Payoh Lorong 1 Blk 127 (Toa Payoh West Market and Food Court),1.3381035143693,103.844732726339
Circuit Road Blk 79/79A,1.32659706697554,103.885052285541
Toa Payoh Lorong 5 Blk 75,1.33602076761839,103.852956987965
Bukit Batok West Hawker Centre,1.35544583191488,103.742078544455
Fernvale Hawker Centre & Market,1.39170192498853,103.876981461685
Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre),1.28550445565491,103.821823256307
Ang Mo Kio Ave 1 Blk 341 (Teck Ghee Court),1.36410720947631,103.848242166158
Toa Payoh Lorong 4 Blk 74 (Toa Payoh Vista Market),1.33455074869238,103.852003509028
Eunos Crescent Blk 4A,1.32033126052255,103.904256478768
Woodleigh Village Hawker Centre,1.33979101399536,103.87201377321
Punggol Coast Hawker Centre,1.41451800969139,103.908542601323
Senja Hawker Centre,1.38719400448691,103.761083976503
East Coast Lagoon Food Village,1.30726106575798,103.934799737401
Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre),1.28366139553825,103.817072718103
Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),1.3452240653959,103.712800680561
Queen Street Blk 270 (Albert Centre),1.30110201599489,103.854115778725
Market Street Hawker Centre,1.28390006470827,103.8500059609
Bukit Timah Interim Hawker Centre and Market,1.34078791593797,103.775214713993
Aljunied Ave 2 Blk 117 (Blk 117 Aljunied Market and Food Centre),1.32064636775159,103.887024139728
Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),1.35908384093195,103.886055368149
Serangoon Garden Market,1.36308501080809,103.866724949531
Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),1.35408273926957,103.890130408117
Clementi West Street 2 Blk 726,1.30381073197709,103.76425074802
Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre),1.31510752063596,103.895587944977
Ang Mo Kio Ave 10 Blk 453A (Chong Boon Market and Food Centre),1.36824778850765,103.856361649728
Clementi Ave 2 Blk 353 (Clementi Ave 2 Market/Cooked Food Centre),1.31437328492397,103.770805494542
Sembawang Hills Food Centre (Jalan Leban Food Centre),1.37231949303186,103.829018145095
Bedok Reservoir Road Blk 630,1.33277279238234,103.914190839898
Shunfu Road Blk 320 (Shunfu Mart),1.35202557007118,103.836964508612
Teban Gardens Road Blk 37A (Teban Gardens Market and Food Centre),1.32083109351858,103.742748119371
New Upper Changi Road Blk 208B,1.32478237022425,103.930570304701
Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),1.34541698276078,103.731703838421
Anchorvale Village Hawker Centre,1.39679315351734,103.888437344652
Ci Yuan Hawker Centre,1.3753225375634,103.882931930103
Telok Blangah Rise Blk 36 (Telok Blangah Rise Market),1.27276128598082,103.82236354226
Hawker Centre @ Our Tampines Hub,1.35313359794721,103.940408135516
Taman Jurong Market and Food Centre,1.33472106660071,103.721583797617
Upper Cross Street Blk 531A (Hong Lim Food Centre and Market),1.2852950787883,103.84582428335
Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),1.3022965558596,103.906343834192
Marsiling Lane Blk 20/21,1.44341624312547,103.777006103778
Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market),1.32342818696271,103.854060197876
New Upper Changi Road Blk 58,1.32420087302183,103.941125277318
Yishun Park Hawker Centre,1.42498786275777,103.844747525103
Zion Riverside Food Centre,1.29234221098884,103.831189023201
Circuit Road Blk 80 (80 Circuit Road Market and Food Centre),1.32783414619962,103.887102669013
Circuit Road Blk 89,1.32357971443557,103.885438842485
Telok Blangah Crescent Blk 11 (11 Telok Blangah Crescent Market and Food Centre),1.27736813230593,103.818651524196
Maxwell Food Centre (Kim Hua Market),1.28033142732596,103.844747227493
Jalan Kukoh Blk 1 (Kukoh 21 Food Centre),1.28823101484811,103.839934168215
Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market),1.30236034790671,103.883909474105
